Thread  	Address                 	Instruction                     	Result                                  	
00000E9C	.vmp0:sub_4041EF-54     	mov     [ebp+0], eax            	                                        	
00000E9C	.vmp0:sub_4041EF-51     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FEB8                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	PF=0                                    	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FE60                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404A6D                            	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=00000060                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404286	mov     eax, [ebp+0]            	EAX=FFFFFFBF                            	
00000E9C	.vmp0:sub_4041EF+9A     	mov     edx, [ebp+4]            	EDX=FFFFFDFD                            	
00000E9C	.vmp0:sub_4041EF+9D     	not     eax                     	EAX=00000040                            	
00000E9C	.vmp0:sub_4041EF+9F     	not     edx                     	EDX=00000202                            	
00000E9C	.vmp0:sub_4041EF+A1     	and     eax, edx                	EAX=00000000 PF=1 ZF=1                  	
00000E9C	.vmp0:sub_4041EF+A3     	mov     [ebp+4], eax            	                                        	
00000E9C	.vmp0:sub_4041EF+A6     	pushf                           	ESP=0022FE64                            	
00000E9C	.vmp0:sub_4041EF+A7     	pop     dword ptr [ebp+0]       	ESP=0022FE68                            	
00000E9C	.vmp0:sub_4041EF+AA     	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=00000008                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404A6E PF=0 ZF=0                  	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042AF	movzx   eax, byte ptr [esi]     	EAX=00000014                            	
00000E9C	.vmp0:sub_4041EF+C3     	sub     esi, 0FFFFFFFFh         	ESI=00404A6F CF=1 PF=1 AF=1             	
00000E9C	.vmp0:sub_4041EF+C6     	mov     edx, [ebp+0]            	EDX=00000246                            	
00000E9C	.vmp0:sub_4041EF+C9     	add     ebp, 4                  	EBP=0022FF0E CF=0 PF=0 AF=0             	
00000E9C	.vmp0:sub_4041EF+CC     	mov     [eax+edi], edx          	                                        	
00000E9C	.vmp0:sub_4041EF+CF     	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=00000031                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404A70 AF=1                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404138	mov     eax, [ebp+0]            	EAX=00000000                            	
00000E9C	.vmp0:sub_4041EF-B4     	mov     cl, [ebp+4]             	                                        	
00000E9C	.vmp0:sub_4041EF-B1     	sub     ebp, 2                  	EBP=0022FF0C PF=1 AF=0                  	
00000E9C	.vmp0:sub_4041EF-AE     	shr     eax, cl                 	ZF=1                                    	
00000E9C	.vmp0:sub_4041EF-AC     	mov     [ebp+4], eax            	                                        	
00000E9C	.vmp0:sub_4041EF-A9     	pushf                           	ESP=0022FE64                            	
00000E9C	.vmp0:sub_4041EF-A8     	pop     dword ptr [ebp+0]       	ESP=0022FE68                            	
00000E9C	.vmp0:sub_4041EF-A5     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FEB8                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	PF=0 ZF=0                               	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FE08                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404A71 PF=1                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=00000008                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042AF	movzx   eax, byte ptr [esi]     	EAX=00000020                            	
00000E9C	.vmp0:sub_4041EF+C3     	sub     esi, 0FFFFFFFFh         	ESI=00404A72 CF=1 AF=1                  	
00000E9C	.vmp0:sub_4041EF+C6     	mov     edx, [ebp+0]            	                                        	
00000E9C	.vmp0:sub_4041EF+C9     	add     ebp, 4                  	EBP=0022FF10 CF=0 PF=0                  	
00000E9C	.vmp0:sub_4041EF+CC     	mov     [eax+edi], edx          	                                        	
00000E9C	.vmp0:sub_4041EF+CF     	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=00000013                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404A73 AF=0                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4043A8	mov     eax, [ebp+0]            	EAX=00000000                            	
00000E9C	.vmp0:sub_4041EF+1BC    	add     [ebp+4], eax            	PF=1                                    	
00000E9C	.vmp0:sub_4041EF+1BF    	pushf                           	ESP=0022FE64                            	
00000E9C	.vmp0:sub_4041EF+1C0    	pop     dword ptr [ebp+0]       	ESP=0022FE68                            	
00000E9C	.vmp0:sub_4041EF+1C3    	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=00000008                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404A74                            	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042AF	movzx   eax, byte ptr [esi]     	EAX=00000004                            	
00000E9C	.vmp0:sub_4041EF+C3     	sub     esi, 0FFFFFFFFh         	ESI=00404A75 CF=1 PF=0 AF=1             	
00000E9C	.vmp0:sub_4041EF+C6     	mov     edx, [ebp+0]            	EDX=00000206                            	
00000E9C	.vmp0:sub_4041EF+C9     	add     ebp, 4                  	EBP=0022FF14 CF=0 PF=1 AF=0             	
00000E9C	.vmp0:sub_4041EF+CC     	mov     [eax+edi], edx          	                                        	
00000E9C	.vmp0:sub_4041EF+CF     	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0000001F                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404A76 PF=0                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404418	mov     eax, [ebp+0]            	EAX=0022FF18                            	
00000E9C	.vmp0:sub_4041EF+22C    	mov     eax, ss:[eax]           	EAX=004048C5                            	
00000E9C	.vmp0:sub_4041EF+22F    	mov     [ebp+0], eax            	                                        	
00000E9C	.vmp0:sub_4041EF+232    	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=00404866                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404A77 PF=1                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=00000066                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042AF	movzx   eax, byte ptr [esi]     	EAX=00000020                            	
00000E9C	.vmp0:sub_4041EF+C3     	sub     esi, 0FFFFFFFFh         	ESI=00404A78 CF=1 AF=1                  	
00000E9C	.vmp0:sub_4041EF+C6     	mov     edx, [ebp+0]            	EDX=004048C5                            	
00000E9C	.vmp0:sub_4041EF+C9     	add     ebp, 4                  	EBP=0022FF18 CF=0 AF=0                  	
00000E9C	.vmp0:sub_4041EF+CC     	mov     [eax+edi], edx          	                                        	
00000E9C	.vmp0:sub_4041EF+CF     	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=00000008                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404A79 PF=0                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042AF	movzx   eax, byte ptr [esi]     	EAX=00000018                            	
00000E9C	.vmp0:sub_4041EF+C3     	sub     esi, 0FFFFFFFFh         	ESI=00404A7A CF=1 AF=1                  	
00000E9C	.vmp0:sub_4041EF+C6     	mov     edx, [ebp+0]            	                                        	
00000E9C	.vmp0:sub_4041EF+C9     	add     ebp, 4                  	EBP=0022FF1C CF=0 AF=0                  	
00000E9C	.vmp0:sub_4041EF+CC     	mov     [eax+edi], edx          	                                        	
00000E9C	.vmp0:sub_4041EF+CF     	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=00000008                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404A7B PF=1                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042AF	movzx   eax, byte ptr [esi]     	EAX=00000014                            	
00000E9C	.vmp0:sub_4041EF+C3     	sub     esi, 0FFFFFFFFh         	ESI=00404A7C CF=1 PF=0 AF=1             	
00000E9C	.vmp0:sub_4041EF+C6     	mov     edx, [ebp+0]            	EDX=00404C6F                            	
00000E9C	.vmp0:sub_4041EF+C9     	add     ebp, 4                  	EBP=0022FF20 CF=0                       	
00000E9C	.vmp0:sub_4041EF+CC     	mov     [eax+edi], edx          	                                        	
00000E9C	.vmp0:sub_4041EF+CF     	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=000000CC                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404A7D PF=1 AF=0                  	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404160	movzx   eax, byte ptr [esi]     	EAX=00000020                            	
00000E9C	.vmp0:sub_4041EF-8C     	mov     edx, [eax+edi]          	EDX=004048C5                            	
00000E9C	.vmp0:sub_4041EF-89     	sub     ebp, 4                  	EBP=0022FF1C PF=0 AF=1                  	
00000E9C	.vmp0:sub_4041EF-86     	mov     [ebp+0], edx            	                                        	
00000E9C	.vmp0:sub_4041EF-83     	add     esi, 1                  	ESI=00404A7E PF=1 AF=0                  	
00000E9C	.vmp0:sub_4041EF-80     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FEB8                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	PF=0                                    	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FE08                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404A7F                            	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=00000008                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042AF	movzx   eax, byte ptr [esi]     	EAX=00000014                            	
00000E9C	.vmp0:sub_4041EF+C3     	sub     esi, 0FFFFFFFFh         	ESI=00404A80 CF=1                       	
00000E9C	.vmp0:sub_4041EF+C6     	mov     edx, [ebp+0]            	                                        	
00000E9C	.vmp0:sub_4041EF+C9     	add     ebp, 4                  	EBP=0022FF20 CF=0 AF=1                  	
00000E9C	.vmp0:sub_4041EF+CC     	mov     [eax+edi], edx          	                                        	
00000E9C	.vmp0:sub_4041EF+CF     	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=000000CC                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404A81 PF=1 AF=0                  	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404160	movzx   eax, byte ptr [esi]     	EAX=00000008                            	
00000E9C	.vmp0:sub_4041EF-8C     	mov     edx, [eax+edi]          	EDX=7FFDF000                            	
00000E9C	.vmp0:sub_4041EF-89     	sub     ebp, 4                  	EBP=0022FF1C PF=0 AF=1                  	
00000E9C	.vmp0:sub_4041EF-86     	mov     [ebp+0], edx            	                                        	
00000E9C	.vmp0:sub_4041EF-83     	add     esi, 1                  	ESI=00404A82 PF=1 AF=0                  	
00000E9C	.vmp0:sub_4041EF-80     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FEB8                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	PF=0                                    	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FECC                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404A83                            	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=000000CC                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404160	movzx   eax, byte ptr [esi]     	EAX=00000028                            	
00000E9C	.vmp0:sub_4041EF-8C     	mov     edx, [eax+edi]          	EDX=00000202                            	
00000E9C	.vmp0:sub_4041EF-89     	sub     ebp, 4                  	EBP=0022FF18 PF=1                       	
00000E9C	.vmp0:sub_4041EF-86     	mov     [ebp+0], edx            	                                        	
00000E9C	.vmp0:sub_4041EF-83     	add     esi, 1                  	ESI=00404A84                            	
00000E9C	.vmp0:sub_4041EF-80     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FEB8                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	                                        	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FE2D                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404A85 PF=0                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=0000002D                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404160	movzx   eax, byte ptr [esi]     	EAX=0000002C                            	
00000E9C	.vmp0:sub_4041EF-8C     	mov     edx, [eax+edi]          	EDX=75E28E8A                            	
00000E9C	.vmp0:sub_4041EF-89     	sub     ebp, 4                  	EBP=0022FF14 PF=1                       	
00000E9C	.vmp0:sub_4041EF-86     	mov     [ebp+0], edx            	                                        	
00000E9C	.vmp0:sub_4041EF-83     	add     esi, 1                  	ESI=00404A86 PF=0                       	
00000E9C	.vmp0:sub_4041EF-80     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FEB8                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	PF=1 AF=1                               	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FE2D                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404A87 AF=0                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=0000002D                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404160	movzx   eax, byte ptr [esi]     	EAX=00000034                            	
00000E9C	.vmp0:sub_4041EF-8C     	mov     edx, [eax+edi]          	EDX=00000000                            	
00000E9C	.vmp0:sub_4041EF-89     	sub     ebp, 4                  	EBP=0022FF10 PF=0                       	
00000E9C	.vmp0:sub_4041EF-86     	mov     [ebp+0], edx            	                                        	
00000E9C	.vmp0:sub_4041EF-83     	add     esi, 1                  	ESI=00404A88 PF=1                       	
00000E9C	.vmp0:sub_4041EF-80     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FEB8                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	PF=0 AF=1                               	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FE2D                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404A89 AF=0                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=0000002D                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404160	movzx   eax, byte ptr [esi]     	EAX=00000000                            	
00000E9C	.vmp0:sub_4041EF-8C     	mov     edx, [eax+edi]          	                                        	
00000E9C	.vmp0:sub_4041EF-89     	sub     ebp, 4                  	EBP=0022FF0C PF=1 AF=1                  	
00000E9C	.vmp0:sub_4041EF-86     	mov     [ebp+0], edx            	                                        	
00000E9C	.vmp0:sub_4041EF-83     	add     esi, 1                  	ESI=00404A8A PF=0 AF=0                  	
00000E9C	.vmp0:sub_4041EF-80     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FEB8                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	                                        	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FE2D                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404A8B PF=1                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=0000002D                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404160	movzx   eax, byte ptr [esi]     	EAX=00000028                            	
00000E9C	.vmp0:sub_4041EF-8C     	mov     edx, [eax+edi]          	EDX=00000202                            	
00000E9C	.vmp0:sub_4041EF-89     	sub     ebp, 4                  	EBP=0022FF08 PF=0                       	
00000E9C	.vmp0:sub_4041EF-86     	mov     [ebp+0], edx            	                                        	
00000E9C	.vmp0:sub_4041EF-83     	add     esi, 1                  	ESI=00404A8C                            	
00000E9C	.vmp0:sub_4041EF-80     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FEB8                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	PF=1                                    	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FE2D                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404A8D                            	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=0000002D                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404160	movzx   eax, byte ptr [esi]     	EAX=00000010                            	
00000E9C	.vmp0:sub_4041EF-8C     	mov     edx, [eax+edi]          	EDX=00000002                            	
00000E9C	.vmp0:sub_4041EF-89     	sub     ebp, 4                  	EBP=0022FF04 PF=0                       	
00000E9C	.vmp0:sub_4041EF-86     	mov     [ebp+0], edx            	                                        	
00000E9C	.vmp0:sub_4041EF-83     	add     esi, 1                  	ESI=00404A8E PF=1                       	
00000E9C	.vmp0:sub_4041EF-80     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FEB8                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	PF=0 AF=1                               	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FECC                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404A8F AF=0                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=000000CC                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404160	movzx   eax, byte ptr [esi]     	EAX=00000008                            	
00000E9C	.vmp0:sub_4041EF-8C     	mov     edx, [eax+edi]          	EDX=7FFDF000                            	
00000E9C	.vmp0:sub_4041EF-89     	sub     ebp, 4                  	EBP=0022FF00 PF=1                       	
00000E9C	.vmp0:sub_4041EF-86     	mov     [ebp+0], edx            	                                        	
00000E9C	.vmp0:sub_4041EF-83     	add     esi, 1                  	ESI=00404A90 AF=1                       	
00000E9C	.vmp0:sub_4041EF-80     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FEB8                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	                                        	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FE2D                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404A91 PF=0 AF=0                  	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=0000002D                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404160	movzx   eax, byte ptr [esi]     	EAX=00000030                            	
00000E9C	.vmp0:sub_4041EF-8C     	mov     edx, [eax+edi]          	EDX=77336194                            	
00000E9C	.vmp0:sub_4041EF-89     	sub     ebp, 4                  	EBP=0022FEFC PF=1 AF=1                  	
00000E9C	.vmp0:sub_4041EF-86     	mov     [ebp+0], edx            	                                        	
00000E9C	.vmp0:sub_4041EF-83     	add     esi, 1                  	ESI=00404A92 PF=0 AF=0                  	
00000E9C	.vmp0:sub_4041EF-80     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FEB8                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	PF=1                                    	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FE2D                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404A93                            	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=0000002D                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404160	movzx   eax, byte ptr [esi]     	EAX=00000038                            	
00000E9C	.vmp0:sub_4041EF-8C     	mov     edx, [eax+edi]          	EDX=0022FF38                            	
00000E9C	.vmp0:sub_4041EF-89     	sub     ebp, 4                  	EBP=0022FEF8 PF=0                       	
00000E9C	.vmp0:sub_4041EF-86     	mov     [ebp+0], edx            	                                        	
00000E9C	.vmp0:sub_4041EF-83     	add     esi, 1                  	ESI=00404A94                            	
00000E9C	.vmp0:sub_4041EF-80     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FEB8                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	                                        	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FECC                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404A95 PF=1                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=000000CC                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404160	movzx   eax, byte ptr [esi]     	EAX=00000030                            	
00000E9C	.vmp0:sub_4041EF-8C     	mov     edx, [eax+edi]          	EDX=77336194                            	
00000E9C	.vmp0:sub_4041EF-89     	sub     ebp, 4                  	EBP=0022FEF4 PF=0                       	
00000E9C	.vmp0:sub_4041EF-86     	mov     [ebp+0], edx            	                                        	
00000E9C	.vmp0:sub_4041EF-83     	add     esi, 1                  	ESI=00404A96 PF=1                       	
00000E9C	.vmp0:sub_4041EF-80     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FEB8                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	AF=1                                    	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FECC                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404A97 PF=0 AF=0                  	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=000000CC                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404160	movzx   eax, byte ptr [esi]     	EAX=0000001C                            	
00000E9C	.vmp0:sub_4041EF-8C     	mov     edx, [eax+edi]          	EDX=C3B67C9E                            	
00000E9C	.vmp0:sub_4041EF-89     	sub     ebp, 4                  	EBP=0022FEF0 PF=1                       	
00000E9C	.vmp0:sub_4041EF-86     	mov     [ebp+0], edx            	                                        	
00000E9C	.vmp0:sub_4041EF-83     	add     esi, 1                  	ESI=00404A98 PF=0                       	
00000E9C	.vmp0:sub_4041EF-80     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FEB8                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	AF=1                                    	
